id,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10,Pregunta11,Pregunta12,Pregunta13,Pregunta14,Pregunta15,Pregunta16,Pregunta17,Pregunta18,Pregunta19,Pregunta20,Pregunta21,TOTAL
1721,2,1,0,2,1,2,1,2,2,2,0,2,2,2,3,1,1,1,1,3,3,34
1722,0,2,3,0,1,0,2,3,2,0,0,0,0,2,3,2,0,1,3,3,0,27
1723,1,3,1,1,3,1,2,1,3,3,3,0,0,0,2,3,2,2,1,1,1,34
1724,3,2,3,2,2,3,0,3,1,2,3,3,3,2,3,2,0,3,0,2,2,44
1725,3,0,3,0,3,0,3,3,3,1,1,0,1,3,2,1,2,1,2,1,2,35
1726,1,1,0,1,1,3,2,0,3,3,2,2,2,2,1,3,1,1,3,3,2,37
1727,1,0,0,3,0,0,2,3,1,3,1,1,2,2,1,1,3,1,3,1,2,31
1728,2,3,1,2,2,3,0,1,0,3,3,3,3,0,0,1,1,0,1,3,3,35
1729,1,0,2,3,1,1,3,0,3,2,1,0,2,2,1,2,1,2,2,3,2,34
1730,2,0,2,2,1,1,1,0,2,0,1,2,3,3,2,3,1,1,3,0,0,30
1731,1,0,2,1,0,2,2,2,2,2,0,2,0,0,2,3,2,0,2,0,3,28
1732,1,2,3,0,3,1,0,3,3,0,3,3,0,3,0,2,0,0,1,3,2,33
1733,2,0,0,1,2,2,2,0,2,3,0,1,1,1,2,1,0,3,0,0,3,26
1734,2,1,1,1,3,3,3,1,0,0,1,2,1,3,1,0,0,2,1,1,3,30
1735,1,2,3,3,0,1,1,0,3,3,1,3,0,1,1,1,3,2,3,0,3,35
1736,0,3,3,0,2,0,0,0,1,2,2,0,1,1,2,1,0,2,2,1,2,25
1737,0,0,0,1,0,2,2,0,3,0,1,0,0,1,3,2,1,2,2,3,3,26
1738,3,2,3,0,0,1,2,1,2,2,3,2,2,3,3,2,3,0,0,0,2,36
1739,2,3,3,0,0,1,0,1,3,1,2,3,3,1,2,2,1,3,2,2,2,37
1740,0,2,3,0,1,3,0,3,2,3,2,0,0,0,2,2,0,1,3,2,0,29
1741,1,2,3,3,2,1,1,1,1,3,1,3,1,3,0,2,3,3,2,3,1,40
1742,1,1,2,3,2,0,0,1,1,0,1,3,2,1,2,2,0,3,3,0,2,30
1743,2,2,1,0,0,1,3,1,0,1,3,1,0,2,3,1,3,3,1,1,1,30
1744,2,2,0,2,0,2,3,1,3,3,1,3,1,1,2,3,2,1,3,0,3,38
1745,1,1,3,2,2,2,1,3,0,2,3,2,1,1,2,3,3,1,2,3,3,41
1746,0,2,2,1,1,3,2,0,0,0,2,3,2,1,0,2,2,2,0,1,2,28
1747,0,1,2,1,1,2,3,3,0,3,0,2,3,2,1,1,1,3,1,0,1,31
1748,1,2,1,1,1,0,1,2,3,2,3,1,0,0,3,2,0,0,0,0,1,24
1749,1,1,3,2,2,2,0,1,3,2,0,0,0,0,3,2,3,3,1,2,0,31
1750,2,2,0,1,1,3,2,0,2,1,0,3,2,0,0,1,0,1,0,0,1,22
1751,2,1,1,0,3,2,2,0,3,1,0,3,3,3,1,3,2,3,0,3,0,36
1752,2,0,2,1,0,0,2,0,2,1,0,1,2,2,3,3,2,0,3,3,1,30
1753,0,1,3,2,3,2,2,1,0,1,1,3,0,1,3,2,2,1,0,1,1,30
1754,3,0,3,2,3,2,0,3,0,1,2,2,0,3,0,1,1,1,0,1,1,29
1755,3,1,1,3,3,0,1,0,0,1,3,0,2,3,1,3,3,2,2,0,0,32
1756,2,0,2,1,3,0,2,3,0,2,1,3,1,3,2,0,3,2,1,0,0,31
1757,3,2,3,1,1,0,2,0,2,0,1,0,0,2,0,1,2,3,3,2,3,31
1758,2,0,1,2,1,0,2,0,2,2,0,0,1,2,1,2,0,1,2,0,1,22
1759,3,3,1,3,2,1,3,2,1,0,3,2,0,2,3,0,2,1,3,3,2,40
1760,0,3,2,0,2,1,3,1,3,2,3,3,3,0,3,0,1,2,0,3,2,37
1761,2,3,0,3,1,2,1,3,1,1,2,3,3,1,0,2,0,3,3,0,3,37
1762,2,2,0,1,1,0,2,2,0,2,2,2,1,0,1,3,0,0,1,2,2,26
1763,1,1,1,1,1,2,0,1,1,0,0,3,2,1,1,2,2,1,3,2,0,26
1764,2,0,2,2,0,3,2,3,2,2,2,0,0,1,3,3,1,2,1,3,3,37
1765,3,3,3,0,3,2,2,3,1,2,2,2,1,0,2,2,2,2,0,0,0,35
1766,0,2,2,3,1,2,0,0,1,1,2,2,3,3,2,3,3,1,0,1,0,32
1767,2,3,3,1,3,1,0,0,1,3,0,1,2,2,2,3,2,0,1,0,1,31
1768,0,3,1,2,0,1,1,3,3,0,2,2,0,1,2,1,3,1,1,0,0,27
1769,2,0,2,2,1,3,0,3,0,2,1,1,1,1,2,0,3,2,2,1,2,31
1770,1,3,0,2,0,0,1,3,3,1,3,3,3,2,2,3,2,2,2,0,0,36
1771,3,0,1,2,0,1,1,0,0,2,3,0,3,1,1,2,2,3,3,0,0,28
1772,0,1,0,3,3,3,1,2,0,1,3,3,3,2,1,0,2,1,0,0,2,31
1773,0,0,0,2,2,2,2,0,2,2,0,1,3,0,3,2,1,0,2,3,3,30
1774,3,0,1,1,3,0,2,3,0,2,1,1,2,3,0,2,2,1,0,3,1,31
1775,0,2,0,2,2,1,3,2,2,1,3,1,0,0,3,3,2,1,1,1,2,32
1776,0,3,1,2,1,3,2,1,3,1,2,0,2,3,1,1,1,1,0,2,3,33
1777,3,2,0,2,0,2,2,3,0,1,1,2,3,1,1,2,3,0,3,1,0,32
1778,1,2,3,1,2,2,0,1,3,0,2,1,2,0,0,2,2,3,2,2,0,31
1779,3,3,1,1,1,1,3,3,2,2,0,3,0,3,2,0,3,0,1,2,0,34
1780,0,1,2,3,2,3,1,1,1,1,0,3,0,3,2,0,0,1,0,3,2,29
1781,0,0,1,1,0,2,2,2,3,0,3,1,3,1,1,0,3,3,2,2,0,30
1782,2,3,3,0,3,2,3,2,3,0,1,2,1,1,3,0,0,2,3,3,2,39
1783,3,3,3,3,0,2,2,0,0,1,1,3,0,0,3,1,2,0,1,2,2,32
1784,2,1,0,3,3,1,3,0,3,2,0,1,3,3,1,1,2,1,0,3,3,36
1785,0,1,3,0,3,0,3,2,2,0,1,1,1,2,1,0,1,3,3,2,3,32
1786,0,2,2,3,3,3,3,2,0,3,2,3,2,0,0,2,3,3,1,3,0,40
1787,3,3,3,2,3,0,1,1,3,3,3,1,2,0,1,0,2,2,3,1,3,40
1788,1,3,3,3,2,2,2,0,1,1,3,2,0,3,2,2,2,1,1,1,0,35
1789,1,2,1,2,3,2,1,3,2,0,1,3,0,3,0,1,1,3,1,0,3,33
1790,2,2,2,3,1,2,0,2,1,2,1,3,2,2,2,0,0,0,3,1,0,31
1791,3,3,1,2,1,2,3,1,0,2,3,3,3,0,2,0,2,1,3,2,1,38
1792,1,0,3,3,0,2,2,3,0,1,2,1,2,1,2,1,3,1,2,2,3,35
1793,0,3,1,0,1,3,2,3,1,3,0,0,0,2,3,3,1,3,1,0,0,30
1794,3,0,3,3,3,0,0,2,2,2,2,1,3,1,3,3,1,1,3,0,1,37
1795,2,1,0,3,2,3,2,2,3,0,3,3,0,3,3,0,3,2,0,0,0,35
1796,0,2,0,3,1,2,1,0,2,3,1,1,1,1,1,2,3,3,1,1,0,29
1797,2,2,1,1,2,3,3,2,2,2,3,2,2,0,2,3,3,1,3,0,3,42
1798,3,0,1,3,1,3,1,3,3,1,0,3,0,0,1,2,1,0,0,1,3,30
1799,1,2,3,0,3,1,0,1,2,3,0,2,3,0,3,1,0,2,3,0,3,33
1800,3,0,0,2,0,1,0,2,1,1,0,3,3,0,2,3,3,3,1,0,0,28
1801,3,3,2,0,3,2,3,0,1,0,1,1,1,2,0,2,0,1,0,1,1,27
1802,2,0,0,3,0,0,3,0,3,2,0,0,2,1,2,2,3,0,3,3,0,29
1803,2,1,3,2,1,0,1,0,1,1,0,0,3,0,3,1,1,1,1,3,2,27
1804,3,0,2,1,1,3,3,3,3,3,3,3,3,1,2,0,2,1,0,3,2,42
1805,1,3,2,3,0,2,2,1,2,2,2,0,1,2,3,3,3,3,2,2,0,39
1806,0,2,3,2,3,0,3,0,3,1,2,2,1,2,0,0,0,2,2,0,1,29
1807,3,3,2,1,2,0,1,3,3,2,3,0,0,0,3,0,1,3,2,2,0,34
1808,1,1,2,1,1,3,1,3,1,0,3,0,2,0,1,1,1,2,2,1,1,28
1809,2,0,2,1,2,3,2,2,3,0,0,2,1,2,1,1,3,2,1,2,2,34
1810,2,1,2,1,1,0,0,1,1,3,3,0,3,2,2,1,1,3,1,2,0,30
1811,1,1,3,2,3,0,3,1,0,3,0,0,3,3,3,1,0,3,0,1,3,34
1812,1,3,3,0,3,0,2,2,3,2,2,2,0,2,2,0,0,0,2,2,2,33
1813,3,3,0,3,0,3,0,2,3,2,2,2,0,3,0,0,1,3,3,0,0,33
1814,0,1,0,3,0,1,3,0,3,0,2,1,2,3,1,3,1,0,3,0,1,28
1815,3,0,1,2,0,3,1,2,3,2,3,2,2,0,1,3,1,1,1,0,0,31
1816,0,2,0,1,2,2,0,1,3,0,3,3,0,1,2,0,3,3,2,0,3,31
1817,1,0,0,0,0,3,0,0,1,3,1,2,0,0,2,1,0,2,2,2,0,20
1818,0,3,1,3,1,2,1,1,3,1,3,1,1,0,3,3,0,0,0,3,3,33
1819,0,1,0,2,2,3,2,2,2,2,1,2,3,2,0,2,2,3,3,3,2,39
1820,0,1,3,0,3,1,3,3,1,3,0,2,2,1,0,0,0,0,2,2,1,28
1821,3,0,1,1,1,3,3,0,1,0,3,3,3,3,3,1,3,1,0,1,2,36
1822,1,1,3,2,3,0,3,0,1,3,1,3,2,1,0,2,2,1,3,0,3,35
1823,3,1,2,1,0,1,3,1,1,1,3,3,3,3,0,2,3,2,2,1,3,39
1824,2,1,2,2,1,0,2,2,1,1,2,0,1,1,0,2,0,0,0,2,2,24
1825,0,1,1,2,1,0,3,2,2,0,2,1,1,1,0,1,2,0,2,0,3,25
1826,1,1,1,1,0,0,3,1,3,2,0,0,1,1,0,1,1,0,2,1,1,21
1827,2,2,0,0,0,3,3,3,0,1,0,2,3,2,0,0,2,1,1,1,3,29
1828,1,0,1,1,0,0,2,3,3,0,1,3,1,3,1,3,2,1,3,3,2,34
1829,3,0,1,3,3,1,0,3,1,3,3,1,2,2,2,3,2,1,2,2,0,38
1830,3,0,3,2,1,1,3,1,0,1,0,0,1,2,3,2,2,3,2,2,1,33
1831,0,2,2,3,1,3,1,0,3,0,3,1,3,3,3,2,3,1,0,3,2,39
1832,2,1,1,3,0,3,3,1,1,3,2,2,3,2,2,3,1,2,3,3,3,44
1833,2,3,3,0,3,0,0,1,3,0,0,3,2,0,2,1,0,2,3,0,1,29
1834,0,0,1,0,2,2,1,1,3,1,0,0,2,3,1,2,2,3,2,1,2,29
1835,3,3,3,2,3,3,1,3,2,0,3,1,1,2,2,3,3,1,0,1,2,42
1836,3,1,0,1,0,2,0,0,3,1,0,0,2,2,3,1,3,0,1,1,0,24
1837,2,2,3,2,0,0,1,1,0,3,3,2,2,0,0,2,1,2,2,0,1,29
1838,0,3,1,2,3,1,2,1,3,2,3,3,0,0,2,0,2,2,3,3,1,37
1839,1,2,3,3,1,0,3,1,0,1,2,1,2,2,2,1,3,2,0,0,2,32
1840,1,0,3,1,2,1,3,2,1,1,3,3,3,2,1,2,2,2,1,0,1,35
1841,1,1,3,2,2,1,3,3,3,2,2,0,2,3,0,0,2,0,2,3,2,37
1842,2,2,1,1,1,0,2,3,0,0,0,2,3,2,0,1,3,1,2,3,1,30
1843,3,2,3,1,2,0,0,0,2,3,0,0,1,3,2,1,3,2,1,2,1,32
1844,3,3,3,0,0,3,1,2,3,0,3,2,1,0,0,2,3,2,3,1,2,37
1845,0,1,1,0,1,1,3,1,0,1,3,1,2,0,0,2,2,0,0,3,0,22
1846,0,1,1,2,3,0,1,3,3,3,3,2,2,0,2,3,0,2,1,1,0,33
1847,1,1,3,3,1,2,2,3,2,0,3,0,0,2,3,1,0,1,0,1,1,30
1848,3,3,2,1,0,1,0,3,0,3,1,0,2,0,1,1,2,0,3,1,0,27
1849,0,0,3,1,1,3,2,0,3,3,3,3,2,3,0,3,3,2,2,3,2,42
1850,2,1,2,2,1,3,0,3,3,0,3,1,1,0,0,0,1,0,3,1,2,29
1851,0,3,0,2,0,2,3,2,1,1,0,3,0,0,2,2,0,2,0,3,0,26
1852,1,2,1,1,0,2,3,2,2,1,2,3,2,0,3,0,0,2,3,0,3,33
1853,0,2,2,3,0,0,3,0,1,3,2,0,2,0,0,1,2,2,2,2,1,28
1854,2,0,3,2,3,3,0,3,1,3,3,2,1,1,2,3,0,0,3,2,2,39
1855,0,1,0,2,0,1,0,0,0,0,2,3,2,1,0,1,1,3,3,3,3,26
1856,2,3,0,3,1,2,3,3,3,3,2,1,3,0,3,3,3,2,2,3,0,45
1857,1,0,0,0,1,1,1,0,0,2,1,1,2,0,3,3,2,2,2,2,0,24
1858,0,2,1,0,3,3,1,2,0,1,1,2,2,0,1,3,0,1,0,0,1,24
1859,2,1,3,0,0,2,2,0,0,1,0,1,3,3,1,2,1,0,0,2,3,27
1860,1,0,0,0,2,3,1,1,0,0,0,3,2,3,3,3,1,1,0,2,1,27
1861,1,0,0,0,2,2,3,0,0,2,3,0,2,1,2,1,0,2,2,0,3,26
1862,2,2,3,0,2,2,3,0,0,2,1,0,0,1,1,1,1,2,2,1,1,27
1863,1,1,1,1,1,2,0,0,3,1,2,1,3,2,3,1,1,1,0,0,3,28
1864,0,0,0,2,0,3,1,2,3,3,0,0,0,0,3,2,3,0,1,0,1,24
1865,0,3,2,0,0,3,3,3,0,1,0,3,2,3,0,0,0,3,1,0,1,28
1866,3,2,3,2,0,3,3,2,2,1,3,2,0,2,2,1,2,3,0,0,3,39
1867,3,1,1,2,1,2,2,1,2,1,0,2,0,3,0,2,2,3,0,1,0,29
1868,3,0,3,0,2,0,1,2,2,0,0,0,3,3,0,2,0,1,1,3,2,28
1869,3,1,2,1,2,2,3,1,0,1,1,3,1,3,1,2,1,1,0,1,1,31
1870,3,1,3,1,2,2,3,3,2,1,3,1,3,1,2,1,0,2,1,2,0,37
1871,0,2,2,0,3,0,3,1,3,3,3,3,1,2,1,3,2,1,0,0,0,33
1872,1,0,0,2,3,2,0,1,1,1,0,1,1,3,1,3,0,2,2,0,1,25
1873,3,0,3,3,3,2,1,0,2,2,1,3,0,2,1,1,2,0,0,1,1,31
1874,2,3,1,2,0,1,1,3,3,0,1,0,1,2,1,3,3,3,2,3,0,35
1875,1,2,1,2,1,3,2,1,3,0,3,3,0,0,1,2,0,3,1,0,0,29
1876,0,1,3,0,2,3,3,1,1,2,1,1,3,1,2,1,2,3,1,3,1,35
1877,3,3,3,1,2,3,0,1,3,2,1,0,0,2,2,1,1,3,0,3,2,36
1878,2,3,2,1,3,2,0,0,3,1,1,0,0,0,1,2,3,3,2,2,2,33
1879,3,0,0,3,3,3,1,1,2,3,2,1,3,2,0,3,2,1,0,0,1,34
1880,2,2,1,2,3,1,1,1,0,3,0,2,2,2,3,2,0,3,1,0,3,34
1881,1,2,0,0,0,1,0,0,1,0,0,0,2,0,2,1,3,2,2,2,2,21
1882,1,2,0,2,0,1,1,2,3,2,2,3,3,3,2,2,0,3,3,3,3,41
1883,1,2,1,3,0,3,1,3,0,2,3,0,2,2,0,0,3,0,0,2,2,30
1884,2,0,0,1,2,1,2,3,1,3,0,0,1,0,2,0,1,0,2,0,0,21
1885,1,1,0,1,0,2,0,1,1,0,1,1,2,1,3,1,2,3,0,2,1,24
1886,3,0,2,3,3,0,1,3,2,2,0,0,1,0,1,1,1,2,0,2,3,30
1887,0,0,2,3,1,2,1,2,2,0,0,3,1,1,3,3,2,2,1,2,2,33
1888,3,0,2,0,0,3,2,0,1,1,1,1,0,0,1,0,3,2,3,2,0,25
1889,1,1,3,1,0,3,3,1,2,1,3,2,1,1,1,2,2,2,3,3,2,38
1890,0,3,2,2,2,2,2,3,2,0,0,0,2,0,1,2,3,0,0,0,0,26
1891,2,3,3,2,1,1,0,1,2,3,1,3,0,0,2,1,0,1,3,1,2,32
1892,3,2,1,3,3,3,0,1,3,2,0,2,0,1,2,1,1,3,0,1,2,34
1893,1,2,0,3,2,0,2,3,3,3,1,0,1,3,2,0,2,0,2,1,0,31
1894,0,3,1,2,3,1,3,3,3,0,2,2,2,0,2,1,2,3,1,3,3,40
1895,3,2,0,2,3,1,2,2,1,2,1,2,1,3,2,0,3,0,2,3,2,37
1896,0,2,2,1,0,3,1,3,2,3,3,1,1,0,1,1,1,1,2,3,1,32
1897,0,0,1,1,0,0,1,2,1,0,1,3,1,0,2,0,0,3,0,1,1,18
1898,0,3,1,3,3,2,3,1,1,2,0,2,2,2,2,3,2,0,3,2,3,40
1899,2,1,3,3,1,1,3,1,0,2,3,3,2,3,2,2,2,0,2,0,1,37
1900,0,2,1,3,1,1,0,0,2,0,2,0,3,0,3,0,0,3,0,0,3,24
1901,2,3,0,1,0,0,0,3,1,0,1,2,0,2,0,0,2,1,0,2,3,23
1902,2,0,2,1,1,2,3,2,1,0,0,2,0,1,2,2,0,0,2,2,1,26
1903,1,1,0,0,2,3,2,3,2,0,0,0,0,1,1,3,2,0,0,2,0,23
1904,3,3,0,3,2,0,1,3,0,1,1,2,0,1,0,3,1,1,2,0,2,29
1905,3,1,1,1,3,2,0,2,1,3,3,3,2,2,2,1,0,0,0,1,2,33
1906,1,1,1,3,1,0,2,0,0,1,2,2,0,2,2,0,3,0,1,2,2,26
1907,1,0,3,3,1,1,1,2,2,1,1,3,0,2,3,2,3,1,3,0,0,33
1908,0,1,0,1,2,1,0,3,0,1,1,1,0,3,1,2,1,0,1,0,2,21
1909,1,0,2,0,0,0,0,0,1,3,2,1,3,2,3,0,0,3,0,0,2,23
1910,0,1,0,2,1,0,1,3,2,3,0,1,2,3,1,3,1,0,3,2,1,30
1911,1,3,0,1,1,3,3,2,2,3,3,1,1,3,0,3,2,0,2,0,0,34
1912,0,0,2,3,1,0,2,0,1,1,1,1,1,0,2,2,3,2,3,1,2,28
1913,3,2,0,0,0,1,2,3,1,0,0,1,0,0,1,1,0,1,1,2,1,20
1914,3,2,0,3,1,0,0,0,0,0,1,3,3,0,2,3,3,3,0,0,2,29
1915,1,1,3,0,1,2,1,1,3,2,1,1,1,1,1,0,2,3,3,3,3,34
1916,2,3,1,3,2,2,1,3,0,1,0,0,0,2,2,0,3,1,3,2,2,33
1917,3,2,0,0,3,2,3,3,2,0,2,2,3,2,0,1,0,0,1,2,0,31
1918,1,1,2,3,2,1,2,2,2,1,2,1,0,2,0,1,3,0,2,0,2,30
1919,1,2,0,1,1,3,0,1,2,2,2,1,1,0,1,3,3,2,1,1,1,29
1920,3,0,2,2,2,2,1,3,0,2,2,2,3,0,3,1,1,3,0,0,0,32
1921,0,2,2,2,3,2,3,1,3,3,0,3,3,1,0,1,1,3,2,2,0,37
1922,0,0,2,0,3,0,2,2,0,2,0,0,2,2,1,3,0,3,3,3,0,28
1923,3,2,1,2,0,0,1,1,0,2,2,3,3,1,1,0,2,3,2,2,0,31
1924,0,2,1,3,3,0,3,3,3,3,0,2,0,1,0,2,1,3,2,0,2,34
1925,2,0,0,1,3,1,1,3,2,0,0,0,3,0,0,0,3,1,0,0,0,20
1926,2,3,3,3,1,0,2,0,0,2,1,2,3,0,1,1,2,3,0,2,0,31
1927,3,0,3,2,0,0,1,1,2,2,3,1,0,2,1,3,1,1,3,1,1,31
1928,2,1,0,1,3,2,1,1,3,2,3,3,1,3,2,0,0,0,0,2,2,32
1929,2,2,0,3,3,3,1,0,3,3,0,1,1,2,2,0,1,1,0,3,0,31
1930,1,2,3,0,2,2,3,0,0,3,0,2,1,2,2,2,2,2,2,3,2,36
1931,0,2,1,3,0,3,2,0,0,1,2,0,1,0,1,3,3,2,1,1,2,28
1932,0,1,0,3,3,3,0,3,2,1,1,1,3,3,2,1,3,0,1,1,2,34
1933,2,2,2,1,2,1,2,3,2,0,1,0,0,0,3,1,3,2,0,1,2,30
1934,0,2,2,1,2,0,1,2,3,1,3,1,3,1,2,2,1,3,3,0,3,36
1935,2,1,0,1,3,3,2,0,3,0,2,0,2,2,2,2,2,0,3,1,3,34
1936,2,0,2,1,3,3,0,2,0,2,3,1,3,1,0,0,2,3,3,1,3,35
1937,2,0,2,1,2,1,0,0,2,0,0,3,1,3,3,3,0,1,2,2,3,31
1938,0,3,3,3,0,3,0,3,1,2,2,0,3,1,2,1,0,2,2,2,1,34
1939,3,2,1,0,0,2,0,1,0,0,1,3,0,3,0,1,1,2,3,0,0,23
1940,0,1,0,1,3,0,3,3,3,2,2,3,0,2,3,0,0,0,0,3,0,29
1941,0,1,3,2,2,2,1,3,2,3,3,0,2,3,1,2,2,3,2,0,2,39
1942,3,0,0,3,2,3,1,2,1,1,2,2,0,1,3,3,2,2,3,3,2,39
1943,0,0,3,0,2,0,1,1,2,2,0,1,3,3,3,2,0,1,1,2,1,28
1944,3,1,0,1,3,3,3,3,2,0,1,3,1,2,2,3,1,2,1,1,3,39
1945,2,3,0,3,0,0,0,3,1,0,3,0,3,2,0,3,2,3,0,0,2,30
1946,3,0,2,3,2,1,2,1,1,0,0,0,0,3,0,3,3,1,2,2,2,31
1947,0,2,3,0,0,1,1,2,3,0,1,2,2,1,3,0,2,1,0,2,2,28
1948,2,1,3,3,2,3,0,2,3,1,3,1,3,0,1,1,0,3,1,0,0,33
1949,1,3,0,2,1,2,3,3,3,2,3,0,0,3,1,3,2,1,0,0,3,36
1950,0,2,1,2,2,0,1,0,1,1,2,1,3,1,1,3,3,3,3,3,3,36
1951,1,3,2,2,0,3,1,2,3,1,1,1,0,2,0,0,1,0,0,3,1,27
1952,2,3,3,2,1,3,1,2,2,2,3,0,1,3,1,0,0,1,2,1,1,34
1953,2,3,2,1,3,1,0,0,3,3,0,3,3,1,2,3,1,3,3,0,1,38
1954,3,0,0,2,2,2,3,0,3,2,2,3,0,1,3,3,1,2,2,0,0,34
1955,2,1,1,0,0,0,0,0,1,0,0,0,0,0,2,3,3,1,2,3,0,19
1956,1,2,2,0,3,2,1,3,1,3,1,0,0,3,1,0,1,2,0,0,0,26
1957,0,2,2,2,1,2,1,1,3,2,1,2,1,0,2,1,1,3,0,1,1,29
1958,2,3,1,1,0,1,0,1,2,3,0,1,0,1,0,2,3,2,2,0,1,26
1959,0,0,2,1,0,0,1,3,1,2,2,1,0,2,3,1,2,2,1,3,0,27
1960,3,0,1,3,0,3,3,3,3,3,2,2,2,2,0,1,3,2,2,2,2,42
1961,1,0,0,1,2,1,2,2,3,2,3,2,0,0,0,0,3,1,3,1,0,27
1962,0,3,1,3,3,1,0,0,0,0,3,2,3,2,2,0,0,2,3,0,3,31
1963,1,1,0,2,3,0,0,2,3,1,0,1,1,3,2,2,1,0,1,3,1,28
1964,1,2,0,2,3,3,3,3,0,1,2,1,3,3,0,3,3,0,1,3,2,39
1965,1,1,3,0,1,3,1,0,2,0,0,1,1,0,1,3,1,1,1,3,2,26
1966,1,3,3,0,1,2,0,3,3,2,1,1,1,2,2,1,0,1,1,0,2,30
1967,1,2,3,0,2,0,3,3,2,2,2,0,3,0,0,1,2,2,1,3,2,34
1968,0,3,2,3,2,3,1,3,3,2,0,3,1,2,2,1,0,3,2,0,3,39
1969,3,2,1,3,2,2,2,0,0,2,2,2,3,0,0,2,2,3,2,2,1,36
1970,1,2,2,3,0,0,1,0,1,2,1,3,2,2,3,0,2,0,2,0,2,29
1971,0,3,1,1,2,2,3,1,1,0,2,3,2,2,2,1,1,0,3,3,0,33
1972,2,1,2,3,1,1,1,0,0,3,1,0,1,0,2,2,1,2,0,0,1,24
1973,2,3,0,1,3,1,2,3,1,3,2,3,3,1,3,1,0,0,0,0,1,33
1974,2,0,3,3,2,1,2,3,2,2,1,0,0,3,0,0,2,2,2,0,2,32
1975,0,1,2,2,0,1,2,1,3,3,0,1,2,2,2,0,3,1,3,3,0,32
1976,0,1,1,1,1,2,1,1,0,3,0,3,0,1,3,3,0,1,3,0,0,25
1977,2,3,0,0,1,2,3,1,1,1,1,2,3,3,1,1,0,0,1,3,3,32
1978,2,3,3,3,1,0,3,0,0,3,0,0,0,2,2,1,2,2,1,0,1,29
1979,0,1,3,1,0,0,2,3,1,3,2,1,0,2,0,2,0,2,2,2,2,29
1980,0,1,2,0,2,3,0,2,2,1,0,2,0,1,1,0,0,1,0,3,0,21
1981,0,0,3,0,1,0,1,2,3,1,0,1,3,3,1,2,2,1,2,2,2,30
1982,1,3,2,1,2,2,0,1,3,2,2,0,0,2,3,1,3,2,2,0,1,33
1983,1,2,0,0,2,0,2,2,2,2,1,2,0,3,1,3,2,2,0,0,0,27
1984,2,3,3,3,1,2,2,1,3,3,1,0,1,2,1,0,1,2,3,3,1,38
1985,0,1,0,0,1,2,1,3,3,2,0,2,2,2,1,1,3,2,3,3,3,35
1986,1,1,1,1,1,0,1,1,3,2,1,1,0,2,0,0,0,2,2,2,0,22
1987,0,3,3,1,3,1,3,2,2,2,1,0,3,0,2,2,0,3,3,3,0,37
1988,1,3,0,3,3,0,2,2,3,0,0,1,2,2,0,0,3,0,1,2,1,29
1989,0,1,1,2,1,2,1,2,2,2,1,2,3,2,3,1,2,2,0,3,0,33
1990,3,3,2,3,0,3,1,2,1,0,0,1,1,2,0,0,2,0,3,2,1,30
1991,2,2,3,3,0,0,0,1,2,1,1,1,0,3,2,0,2,1,3,2,1,30
1992,1,3,3,1,1,1,1,3,2,2,0,1,2,2,0,3,3,2,3,0,0,34
1993,3,1,0,2,1,2,1,3,0,3,3,2,0,0,0,0,2,1,1,0,2,27
1994,1,1,1,3,0,2,0,2,3,0,2,0,3,2,3,3,0,3,1,3,1,34
1995,0,3,1,1,1,0,1,2,3,0,2,1,1,2,2,2,0,2,1,0,1,26
1996,0,3,0,2,1,2,2,0,2,3,0,2,0,0,0,1,2,0,2,1,1,24
1997,3,3,3,3,2,0,3,1,2,3,2,3,2,1,1,2,1,3,1,3,0,42
1998,0,2,3,1,3,1,3,0,3,3,0,2,0,0,1,2,1,3,0,1,0,29
1999,3,2,2,3,0,2,3,3,2,1,3,3,1,3,1,0,2,0,2,2,1,39
2000,0,2,3,2,1,3,2,3,2,2,2,0,1,0,3,2,0,1,0,0,1,30
2001,0,3,2,1,2,3,2,2,2,0,0,0,3,0,1,2,0,1,0,0,0,24
2002,3,1,3,1,3,2,1,3,3,1,2,1,3,0,2,3,0,0,2,0,1,35
2003,2,2,0,0,0,0,0,0,1,0,3,1,1,0,2,3,3,2,3,1,1,25
2004,0,0,3,3,3,0,3,1,0,0,1,2,1,1,0,0,0,2,3,0,1,24
2005,0,2,2,1,3,0,1,3,1,1,0,2,0,0,3,1,2,0,0,3,0,25
2006,2,1,0,1,3,3,3,0,2,0,3,1,0,0,1,0,1,0,2,0,2,25
2007,1,1,3,0,3,1,0,1,1,3,0,3,0,2,1,2,0,3,0,2,2,29
2008,1,1,1,3,0,1,0,2,3,1,0,3,0,1,3,2,3,2,2,0,0,29
2009,2,0,0,3,1,2,3,2,3,0,3,3,0,2,0,3,2,2,1,3,3,38
2010,1,1,0,3,2,3,3,1,0,1,3,3,0,1,1,2,3,1,1,1,2,33
2011,0,2,3,2,3,0,0,2,3,1,0,3,0,1,0,0,2,2,1,1,0,26
2012,0,0,3,1,0,2,0,3,0,3,2,1,2,2,1,0,2,2,2,1,3,30
2013,3,3,3,0,0,1,0,1,3,0,3,1,2,2,3,3,3,1,3,3,1,39
2014,1,2,2,1,1,3,1,2,3,2,3,2,3,3,3,3,2,0,1,0,1,39
